Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
The Maltings Suites,https://www.canbe.ie/the-maltings-.html,35312196539,-7.9145324,53.0941211,Offaly,Birr,Ireland,"Self Catering Accommodation,Welcome Standard"
Inis Meáin Restaurant & Suites,https://inismeain.com/,,-9.5842315,53.0865128,Galway,,Ireland,"B&B,Welcome Standard"
Laneside Haven,https://www.lanesidehaven.ie/,3.53861E+11,-6.7868667,54.1270722,Monaghan,Castleblayney,Ireland,"Self Catering Accommodation,Welcome Standard"
BlackCat,https://blackcat.ie/accommodation/,35391501007,-9.0756291,53.2600289,Galway,Salthill,Ireland,"B&B,Welcome Standard"
Lavender Cottage,https://www.facebook.com/Lavendercottagekildare,3.53876E+11,-6.7854265,53.1659038,Kildare,Newbridge,Ireland,"Self Catering Accommodation,Welcome Standard"
Sligo Self Catering Cottages,http://www.sligoselfcateringcottages.com,3.53872E+11,-8.5600107,54.3889857,Sligo,Ballinfull,Ireland,"Self Catering Accommodation,Welcome Standard"
Curraghduff Alpaca Farm,https://www.curraghduffalpacas.com/accomodation,3.53874E+11,-9.4097531,53.4756443,Galway,Oughterard,Ireland,"Self Catering Accommodation,Welcome Standard,Camping,Glamping"
Lazy Days VW Campers,https://www.lazydays.ie/,3.53873E+11,-6.056149,52.926614,Wicklow,,Ireland,"Self Catering Accommodation,Welcome Standard"
Inch Beach Campsite,https://www.inchbeach.com/Camping.html,3.53669E+11,-9.9817832,52.1426722,Kerry,,Ireland,"Camping,Welcome Standard"
Milltown Guest House,https://milltownhouse.com,3.53669E+11,-10.2889296,52.1400609,Kerry,Dingle,Ireland,Guesthouse
Rest Easkey,https://www.resteaskey.com,3.53862E+11,-8.9612807,54.2861652,Sligo,,Ireland,"Self Catering Accommodation,Welcome Standard"
The Old Rectory,https://theoldrectory.ie,35345404367,-6.633392,53.001775,Wicklow,Donard,Ireland,"Self Catering Accommodation,Welcome Standard"
The Lane Boutique Residence,https://www.thelanegalway.ie,35391567779,-9.0465551,53.2746903,Galway,,Ireland,"B&B,Welcome Standard"
Áras Ghleann Cholm Cille,https://arasbnb.com,3.5375E+11,-8.7707943,54.6953828,Donegal,,Ireland,"Hostel,Welcome Standard"
Crossogue Equestrian,http://www.crossogue-equestrian.ie,35350454123,-7.9117441,52.6733962,Tipperary,Thurles,Ireland,"Self Catering Accommodation,Welcome Standard,Activity Holiday Accommodation"
Sheepwalk House & Cottages,https://www.sheepwalkhouse.com,3.53852E+11,-6.1897928,52.8284648,Wicklow,Avoca,Ireland,"Self Catering Accommodation,Welcome Standard"
Joyce's Inishowen,https://www.joycesinishowen.com,3.53749E+11,-7.2608994,55.2514571,Donegal,Carndonagh,Ireland,"B&B,Welcome Standard"
International Fishing Centre,https://brochet-irlande.com/,3.53879E+11,-7.439274,54.121808,Cavan,Belturbet,Ireland,"Self Catering Accommodation,Welcome Standard,Activity Holiday Accommodation"
Salmon Quays,http://www.salmonquays.com,35350546415,-9.1357199,54.1244223,Mayo,Ballina,Ireland,"Self Catering Accommodation,Welcome Standard"
Wicklow Way Lodge B&B,https://www.wicklowwaylodge.com/,35312818489,-6.275734,53.051305,Wicklow,Oldbridge,Ireland,B&B
The Glenbeigh Hotel,http://www.glenbeighhotel.com,3.5367E+11,-9.9327051,52.0582903,Kerry,Glenbeigh,Ireland,"Hotel,Welcome Standard"
Preston House ,https://www.prestonhouse.ie,3.53864E+11,-7.3506715,52.9112667,Laois,Abbeyleix,Ireland,"B&B,Self Catering Accommodation,Welcome Standard"
The Nissen Hut,https://www.airbnb.ie/rooms/35414559?source_impression_id=p3_1619445872_VB6OHh1VlYv4Le%2F%2B&guests=1&adults=1,3.53864E+11,-7.0407212,52.1383793,Waterford,,Ireland,"Self Catering Accommodation,Welcome Standard"
Ocean Sands Apartments,https://theoceansandshotel.ie/stay/#self-catering-apartments,3539626700,-9.093793,54.2127105,Sligo,Enniscrone,Ireland,"Self Catering Accommodation,Welcome Standard"
Castletown House,https://www.bandbireland.com/accommodation/26494/castletown-house,35350546415,-7.587994,52.870204,Laois,Castletown,Ireland,"B&B,B&B Ireland"
The Dean Cork,https://thedean.ie/,3.53212E+11,-8.4602465,51.9015117,Cork,,Ireland,"B&B,Welcome Standard"
Keeraun Hill B&B,https://www.bandbireland.com/accommodation/28214/keeraun-hill-b-b,3.53879E+11,-7.9703565,53.197266,Offaly,Banagher,Ireland,"B&B,B&B Ireland"
Tara Hill Estate,https://www.tarahillestate.com/,35319104149,-6.2060037,52.6966711,Wexford,Gorey,Ireland,"Self Catering Accommodation,Welcome Standard"
Draíocht at The Pot of Gold,https://www.airbnb.ie/rooms/50115338?source_impression_id=p3_1636031684_Q%2BfrnuKk534QU4WY,3.53861E+11,-9.639364,52.0689538,Kerry,Beaufort,Ireland,"Self Catering Accommodation,Welcome Standard"
Solas at The Pot of Gold,https://www.airbnb.ie/rooms/50419259?source_impression_id=p3_1632422811_9U8q1BLtZVKsH35i,3.53861E+11,-9.639364,52.0689538,Kerry,Beaufort,Ireland,"Self Catering Accommodation,Welcome Standard"
Joyce's Borris,https://joycesbar.ie/accommodation-borris/,3.536E+11,-6.9239704,52.6003362,Carlow,Borris,Ireland,"Self Catering Accommodation,Welcome Standard"
Knockcarrig House,https://www.knockcarrighouse.com,3.5388E+11,-9.4484779,52.0539982,Kerry,,Ireland,Self Catering Accommodation
Beautiful Killarney Apartment,,3.53877E+11,-9.500675,52.0514536,Kerry,Killarney,Ireland,Self Catering Accommodation
The Old Schoolhouse Carrickfinn,,3.53868E+11,-8.3300043,55.057146,Donegal,Carrickfinn,Ireland,Self Catering Accommodation
Carrickfinn Cottage,https://www.facebook.com/carrickfinncottagesdonegal,3.53868E+11,-8.3291695,55.0591997,Donegal,Dunmore,Ireland,Self Catering Accommodation
Pine Tree House,,3.53872E+11,-9.416472,52.5533301,Kerry,,Ireland,Self Catering Accommodation
Mangerton Self-Catering,http://www.killarneyholiday.com/,3.53851E+11,-9.4847113,52.0062793,Kerry,,Ireland,Self Catering Accommodation
Hotel Minella Courtyard,https://www.hotelminella.com/apatments.html,3.53526E+11,-7.6868387,52.3521959,Tipperary,Clonmel,Ireland,Self Catering Accommodation
The Grove Cottage,,3.53877E+11,-9.4849718,52.0540849,Kerry,Ballycasheen,Ireland,Self Catering Accommodation
Owenmore House Self Catering,https://owenbeag.ie/,3.53872E+11,-9.3621361,54.1523339,Mayo,,Ireland,"Self Catering Accommodation,Welcome Standard"
Clonakilty Park Hotel Self Catering Homes,https://www.clonakiltyparkhotel.ie/self-catering-homes.html,3.53239E+11,-8.8961873,51.6171007,Cork,Clonakilty,Ireland,"Self Catering Accommodation,Welcome Standard"
Cong Getaway Lodge,,3.53869E+11,-9.2694751,53.5726819,Mayo,Cong,Ireland,"Self Catering Accommodation,Welcome Standard"
Harbour View Longford,,3.53861E+11,-7.8011375,53.7254499,Longford,,Ireland,"Self Catering Accommodation,Welcome Standard"
Cabu by the Lakes,https://holidays.cabu.co.uk/cabu-by-the-lakes,3.53495E+11,-7.4721475,54.0030574,Cavan,,Ireland,Self Catering Accommodation
W8 Village,https://www.w8centre.ie/stay/,,-8.1743614,54.3044063,Leitrim,Manorhamilton,Ireland,Self Catering Accommodation
Lisdonagh House,https://lisdonagh.com/,3539331163,-9.055724,53.49184,Galway,Caherlistrane,Ireland,"Self Catering Accommodation,Welcome Standard"
Bellinter House ,https://www.bellinterhouse.com/,3.53469E+11,-6.662398,53.5980812,Meath,Navan,Ireland,Hotel
Carrick Craft,https://www.cruise-ireland.com,3.5372E+11,-8.0988186,53.9439126,Leitrim,,Ireland,"Self Catering Accommodation,Welcome Standard"
Springview House,http://www.springviewbb.com,+353(0)568831243,-7.55958,52.721309,Kilkenny,Urlingford,Republic of Ireland,B&B
Ceecliff House,http://www.bandbireland.com/accommodation/28139/ceecliff-house,+353(0)749379159,-7.167567633,55.28924314,Donegal,Culdaff,Republic of Ireland,"B&B,B&B Ireland"
Imperial Lodge,https://www.imperialhotel.ie/imperial-lodge,3.53657E+11,-9.2896909,53.0289077,Clare,Lisdoonvarna,Ireland,"B&B,Welcome Standard"
Sea Dew House B&B,http://seadewhouse.com,3.53579E+11,-7.488851027,53.26840567,Offaly,Tullamore,Ireland,"B&B,B&B Ireland"
Consilio,,3.53876E+11,-9.067067,53.266501,Galway,Lower Salthill,Republic of Ireland,B&B
The Residence Hotel,http://www.theresidencehotel.ie,35391569600,-9.054262487,53.27105918,Galway,Galway City,Republic of Ireland,Hotel
Hyde Hotel,https://www.hydehotel.ie/en/,35391564111,-9.04621877,53.27504935,Galway,Galway City,Ireland,Hotel
Kinsale Yacht Club,https://www.kyc.ie/,3.53215E+11,-8.518653751,51.70170139,Cork,Kinsale,Ireland,"Self Catering Accommodation,Welcome Standard,Activity Holiday Accommodation"
Lahinch Coast Hotel & Suites,https://www.lahinchcoasthotel.ie/,+353(0)657081100,-9.344837,52.931844,Clare,Lahinch,Republic of Ireland,Hotel
The Keadeen Hotel,http://www.keadeenhotel.ie,+353(0)45431666,-6.814482568,53.17025014,Kildare,Newbridge,Republic of Ireland,Hotel
Auburn Lodge Hotel and Leisure Centre,https://www.auburnlodge.com/,3.53657E+11,-8.9807115,52.8655862,Clare,Ennis,Ireland,Hotel
Abbey Court,https://abbeycourtkenmare.com/,3.53647E+11,-9.5684627,51.8824632,Kerry,Kenmare,Ireland,B&B
Clonacody House,https://www.clonacodyhouse.com/,3.53872E+11,-7.7041873,52.4359817,Tipperary,Fethard,Ireland,B&B
Carlingford House,https://carlingfordhouse.com/,3.53429E+11,-6.1859698,54.0379751,Louth,Carlingford,Ireland,"B&B,Welcome Standard"
Niblick,https://airbnb.ie/rooms/16659820,3.53859E+11,-9.4485611,51.6981172,Cork,Bantry,Ireland,"B&B,Welcome Standard"
Kinlay Hostel,https://www.kinlaygalway.ie/,35391565244,-9.0487478,53.273274,Galway,Eyre Square,Ireland,Hostel
Hodson Bay Hotel,http://www.hodsonbayhotel.com,3.53906E+11,-7.988454832,53.46801108,Westmeath,Athlone,Republic of Ireland,Hotel
Galway Bay Hotel Conference and Leisure Centre,http://www.galwaybayhotel.net/,+353(0)91520520,-9.084982,53.258713,Galway,Salthill,Republic of Ireland,Hotel
Sheraton Athlone Hotel,https://www.sheratonathlonehotel.com,3.53906E+11,-7.935526,53.423702,Westmeath,Athlone,Ireland,Hotel
Brú Radharc Na Mara Hostel,https://bruinisoirr.ie/,3539975024,-9.524872,53.066933,Galway,Aran Islands,Republic of Ireland,Hostel
Cois na hAbhann,http://www.bandbdoolin.com,3.53657E+11,-9.377649976,53.01587642,Clare,Doolin,Ireland,B&B
Portsalon Luxury Camping,http://www.portsalonluxurycamping.com,3.53749E+11,-7.65585137,55.21003802,Donegal,Portsalon,Ireland,"Camping,Welcome Standard"
Ard Einne House,http://www.ardeinne.com/,3539961126,-9.65556,53.100168,Galway,Aran Islands,Republic of Ireland,B&B
Erris Coast Hotel,https://www.erriscoasthotel.ie/en/,3539730010,-9.8982152,54.1128501,Mayo,,Ireland,Hotel
Lyrath Estate,http://www.lyrath.com,+353(0)567760088,-7.210497,52.648335,Kilkenny,,Republic of Ireland,Hotel
Twin Peaks B&B,http://www.twinpeaksdoolin.com,+353(0)657075777,-9.387061791,53.01409066,Clare,Doolin,Ireland,B&B
Daly's House,https://dalyshouse.com/,3.5388E+11,-9.386286331,53.01416022,Clare,Doolin,Republic of Ireland,B&B
The Westwood,https://www.thewestwood.ie/,35391451500,-9.0748983,53.2892865,Galway,,Ireland,"Self Catering Accommodation,Welcome Standard"
Radisson Blu Hotel & Spa Limerick,https://www.radlimerick.com/,+353(0)61456200,-8.709855,52.684227,Limerick,,Ireland,Hotel
Treacys Hotel,http://www.treacyshotel.com,+353(0)539237798,-6.5652,52.503059,Wexford,Enniscorthy,Republic of Ireland,Hotel
Great National Ballykisteen Golf Hotel,https://www.ballykisteenhotel.com/,3536233333,-8.216777,52.502133,Tipperary,Ballykisteen,Republic of Ireland,Hotel
Avonmore House B&B,https://avonmorehouse.com,3532492617,-7.8436797,51.9490504,Cork,Youghal,Ireland,B&B
Radisson Blu Hotel and Spa Cork,https://www.radcork.com/,3.53214E+11,-8.358155,51.905424,Cork,Little Island,Republic of Ireland,Hotel
Dun Roamin,,35391582570,-9.066198,53.264653,Galway,Galway City,Republic of Ireland,B&B
Nephin,,3.5391E+11,-8.244521,53.3037878,Galway,,Ireland,B&B
Crawford House,https://www.crawfordhouse.ie/,3.53214E+11,-8.4920817,51.8952982,Cork,,Ireland,"Self Catering Accommodation,Welcome Standard"
Shannon View Farmhouse,https://shannonview.westclare.net/,3.53858E+11,-9.2644784,52.6188684,Clare,,Ireland,"B&B,Welcome Standard"
Elmdale,http://www.elmdalehouse.com,3.53657E+11,-8.919539,52.912225,Clare,Barefield,Republic of Ireland,B&B
Bundoran Apartments,http://www.bundoranapartments.com,3.53861E+11,-8.2749782,54.4812142,Donegal,Bundoran,Ireland,"Self Catering Accommodation,Welcome Standard"
Grey Gables Farmhouse B&B,https://www.bandbireland.com/accommodation/27080/grey-gables-farmhouse,+353(0)863139957,-8.613299834,51.77851098,Cork,,Ireland,B&B
Trident Hotel,http://www.tridenthotel.com,+353(0)214779300,-8.51819673,51.7007217,Cork,Kinsale,Republic of Ireland,Hotel
Dromoland Castle Hotel,https://www.dromoland.ie/,+353(0)61368144,-8.905659507,52.78347359,Clare,,Republic of Ireland,Hotel
Seafield Hotel & Spa Resort,http://www.seafieldhotel.com,3.53539E+11,-6.214066,52.675194,Wexford,Gorey,Republic of Ireland,Hotel
Strandsend ,https://www.bandbireland.com/accommodation/26867/strandsend,3.53669E+11,-10.178044,51.962902,Kerry,Cahersiveen,Republic of Ireland,"B&B,B&B Ireland"
Talbot Hotel (Belmullet),http://www.thetalbothotel.ie,+353(0)9720484,-9.985371202,54.22333509,Mayo,Belmullet,Republic of Ireland,Hotel
Talbot Hotel (Wexford),https://www.facebook.com/TalbotHotelWexford?ref=hl,+353(0)539122566,-6.457355915,52.33576356,Wexford,Wexford Town,Republic of Ireland,Hotel
The Wave B&B,,3.53879E+11,-9.0694312,53.264328,Galway,Galway City,Republic of Ireland,B&B
Ashfield House,,3.5395E+11,-9.249969,53.558398,Mayo,Cong,Republic of Ireland,B&B
The Savoy Hotel,http://www.savoylimerick.com/,35361448700,-8.629061,52.663152,Limerick,Limerick City,Republic of Ireland,Hotel
Talbot Hotel Clonmel,https://www.talbothotelclonmel.ie/,3.53526E+11,-7.738785,52.356574,Tipperary,Clonmel,Republic of Ireland,Hotel
Brenda's B&B,http://www.brendasbandb.ie/,3.536E+11,-6.910687205,52.59377744,Carlow,Borris,Republic of Ireland,"B&B,Welcome Standard"
Fitzwilton Hotel,http://www.fitzwiltonhotel.ie,35351846900,-7.119683,52.263378,Waterford,Waterford City,Republic of Ireland,Hotel
Cleggan - Love Connemara Cottages,https://www.loveconnemaracottages.com/cleggan/,3539530620,-10.020013,53.487636,Galway,Cleggan,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
"Celtic Ross Hotel, Conference, Leisure Centre & Holistic Suite",http://www.celticrosshotel.com,3.53239E+11,-9.02894,51.57588,Cork,Rosscarbery,Republic of Ireland,Hotel
Corofin Country House,,3.53657E+11,-9.066419,52.939145,Clare,Corofin,Republic of Ireland,B&B
Woodlands,http://www.woodlandshouse.net,35391557783,-9.3220811,53.4248324,Galway,Oughterard,Republic of Ireland,B&B
Clybaun Hotel,https://www.clybaunhotel.ie/,35391588088,-9.1075254,53.2697159,Galway,Galway City,Republic of Ireland,Hotel
Mayo Glamping,https://www.mayoglamping.ie/,35391442765,-9.1613521,53.874531,Mayo,Castlebar,Republic of Ireland,"Self Catering Accommodation,Welcome Standard,Camping,Glamping"
Django's Hostel,http://www.djangoshostel.com,3.53873E+11,-8.039171037,52.94375643,Tipperary,Cloughjordan,Republic of Ireland,"Hostel,Welcome Standard"
32 The Hawthorns,https://wildatlanticwanderer.com/buncrana_area/,3.53869E+11,-7.4356859,55.1358461,Donegal,Buncrana,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
REZz Cork,https://www.rezz.ie/,3.53021E+12,-8.466303,51.9014678,Cork,Cork City,Republic of Ireland,"B&B,Welcome Standard"
Watersedge B&B,https://watersedgekenmare.ie/,3.53647E+11,-9.583920929,51.86909467,Kerry,Kenmare,Republic of Ireland,"B&B,B&B Ireland"
Beds of Silk,https://www.bedsofsilk.com/,3.53873E+11,-9.2470825,52.6235415,Clare,Kilrush,Republic of Ireland,"Self Catering Accommodation,Welcome Standard,Camping,Glamping"
Forest Hill,http://www.foresthillbandb.ie,35391552549,-9.3344544,53.4553268,Galway,Oughterard,Republic of Ireland,B&B
McGuire's Self Catering Cottages,https://selfcateringleitrim.ie/,3.5372E+11,-8.0479946,54.0366066,Leitrim,Drumshanbo,Republic of Ireland,Self Catering Accommodation
Dungloe Apartments,https://www.dungloeapartments.com/,3.53877E+11,-8.3606672,54.949906,Donegal,Dungloe,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Duinin House,http://duininhouse.com/,3.53669E+11,-10.2529317,52.1455245,Kerry,Dingle,Republic of Ireland,B&B
Atlantic Apartotel,https://atlanticapartotel.ie/,+35371 9841205,-8.2746944,54.4798278,Donegal,Bundoran,Republic of Ireland,Self Catering Accommodation
Billy Byrnes Bar & Restaurant,https://www.billybyrnes.com/rooms,3.53568E+11,-7.2470062,52.6547338,Kilkenny,Kilkenny City,Republic of Ireland,"B&B,Welcome Standard"
Cappa Veagh, ,35391526518,-9.079945,53.26421,Galway,Galway City,Republic of Ireland,B&B
Radisson Blu Hotel Athlone,https://www.radathlone.com/,3.53906E+11,-7.941334,53.424552,Westmeath,Athlone,Republic of Ireland,Hotel
Mary's Cosy Cottage,,3.53872E+11,-9.616018707,53.24572344,Galway,Carraroe,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
The Stables,https://staybarrowblueway.ie/accomodation/the-stables/,3.53852E+11,-7.0661738,53.1414185,Kildare,Monasterevan,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Cornagill Cottage,,3.53749E+11,-7.6736885,54.9712279,Donegal,Letterkenny,Republic of Ireland,Self Catering Accommodation
Kilbree House,https://www.kilbreehouse.ie,35391527177,-9.0834452,53.2890022,Galway,Galway City,Republic of Ireland,B&B
Ballyteigue House,http://www.ballyteigue.com,3536390575,-8.71960728,52.41387502,Limerick,Bruree,Republic of Ireland,Self Catering Accommodation
Castle Oaks House Hotel,https://www.castleoaks.ie/,35361377666,-8.507554,52.7093696,Limerick,Castleconnell,Republic of Ireland,Hotel
Clongibbon House,http://facebook.com/clongibbon,+353(0)2524288,-8.270311051,52.2656823,Cork,Mitchelstown,Republic of Ireland,"B&B,Welcome Standard"
Firgrove Hotel,http://www.firgrovehotel.com/,+353(0)2524111,-8.271939356,52.27431941,Cork,Mitchelstown,Republic of Ireland,Hotel
Charleville Park Hotel & Leisure Club,http://www.charlevilleparkhotel.com,+353(0)6333700,-8.683255,52.364364,Cork,Charleville,Republic of Ireland,Hotel
Buckleys Self Catering,,3532970558,-9.0753851,52.0819222,Cork,Millstreet,Republic of Ireland,Self Catering Accommodation
Deebert House,http://www.deeberthouse.com,3536398106,-8.5704107,52.4007797,Limerick,Kilmallock,Republic of Ireland,B&B
Maam - Love Connemara Cottages,https://www.loveconnemaracottages.com/maam/,3539530620,-10.0201246,53.4876789,Galway,Clifden,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Roisin Dubh Houseboat,https://www.bargetrip.ie/accommodation/,3.53876E+11,-6.664922418,53.24914868,Kildare,Sallins,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
The Granary,https://www.airbnb.ie/rooms/49438878?guests=1&adults=1&s=67&unique_share_id=36a42c9f-cf9f-46ee-894d-631aeec76010,3.53877E+11,-7.730079,52.7074711,Tipperary,Ballyduff,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Alder Cottage,http://www.aldercottage.com,3.53861E+11,-8.258804924,54.27003698,Leitrim,Dromahair,Republic of Ireland,Self Catering Accommodation
An Riasc B&B,http://www.anriasc.ie,3.53669E+11,-10.34048982,52.2172558,Kerry,Dingle,Republic of Ireland,B&B
Canal View Bed & Breakfast,,+353(0)719663580,-8.286942,53.9835391,Roscommon,Boyle,Republic of Ireland,B&B
Castle Farm,http://www.castlefarmbb.com,3532498165,-7.967179,51.872488,Cork,Ballymacoda,Republic of Ireland,B&B
Beechwood,http://beechwoodhouseblarney.com,3.53215E+11,-8.56012,51.94179,Cork,Blarney,Republic of Ireland,B&B
Jackson's Hotel,https://www.jacksonshotel.ie/,3.53749E+11,-7.784642,54.79999,Donegal,Ballybofey,Republic of Ireland,Hotel
Killarney House B&B,,3.53214E+11,-8.559692205,51.9424488,Cork,Blarney,Republic of Ireland,B&B
Kilmore Quay Camping and Holiday Park,https://www.kilmorequayholidaypark.com/,3.53878E+11,-6.591815315,52.17539771,Wexford,Kilmore Quay,Republic of Ireland,"Camping,Welcome Standard"
Longford Arms Hotel,https://longfordarmshotel.com-ireland.com/,3.53433E+11,-7.801731,53.728749,Longford,Longford Town,Republic of Ireland,Hotel
Lough Key Caravan and Camping Park,https://loughkey.ie/staying-here/caravan-and-camping-park/,3.5372E+11,-8.235665,53.9812328,Roscommon,Boyle,Republic of Ireland,Camping
Muldowney's B&B,http://www.muldowneysbb.com,3.53879E+11,-8.51718307,54.98210205,Donegal,Arranmore - Árainn Mhór,Republic of Ireland,B&B
Newgrange Lodge,,3.5342E+11,-6.442749,53.694595,Meath,Newgrange,Republic of Ireland,Hostel
Park Lodge,,3536831312,-9.312611,52.371914,Limerick,Abbeyfeale,Republic of Ireland,B&B
River View,https://exquisiteholidayhomes.com/river-view/,4.47961E+11,-8.5634083,51.689667,Cork,Kinsale,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Riverhaven Log Cabins & Riversdale Log House,http://www.riverhavenselfcatering.ie,3.5372E+11,-8.196414,54.003057,Roscommon,Boyle,Republic of Ireland,Self Catering Accommodation
St Bridget’s B&B (Rathdrum),,3.53831E+11,-6.242374893,52.91448866,Wicklow,Rathdrum,Republic of Ireland,"B&B,B&B Ireland"
The Mariner Westport,https://www.themariner.ie/,3539829200,-9.521389595,53.79855461,Mayo,Westport,Republic of Ireland,Hotel
The Rockbarton House Hotel,,35391522286,-9.087898,53.260197,Galway,Salthill,Republic of Ireland,Hotel
Trump International Golf Links & Hotel,https://www.trumphotels.com/ireland/ireland-five-star-resorts,3.53659E+11,-9.502734978,52.74638768,Clare,Doonbeg,Republic of Ireland,Hotel
Weirs Holiday Accommodation,,3.53449E+11,-7.3907332,53.6245997,Westmeath,Multyfarnham,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Westport Holiday Apartments,,3539826963,-9.525503,53.798414,Mayo,Westport,Republic of Ireland,Self Catering Accommodation
Brennan Court Guest Accommodation,http://conference.ul.ie/index.jsp?p=227&n=257,35361202081,-8.563437412,52.67475855,Limerick,Castletroy,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Castledarcy Glamping,https://www.facebook.com/CastledarcyGlamping,3.53833E+11,-9.3414726,52.9191339,Clare,Lahinch,Republic of Ireland,"Camping,Welcome Standard,Glamping"
Ashley Hotel,https://www.ashleyhotel.com,3.53215E+11,-8.470816,51.901954,Cork,Cork City,Republic of Ireland,Hotel
Rocksberry B&B,https://www.bandbireland.com/accommodation/26210/rocksberry-b-b,+353(0)949027254,-9.339865,53.835351,Mayo,Castlebar,Republic of Ireland,B&B
The Snug Townhouse,https://www.thesnugtownhouse.ie/,35391477100,-9.0541851,53.2711686,Galway,Galway City,Republic of Ireland,"B&B,Welcome Standard"
Mount Juliet Estate,https://www.mountjuliet.ie/,3.53568E+11,-7.187411,52.528356,Kilkenny,Thomastown,Republic of Ireland,Hotel
Lough Lannagh Cottages,http://www.loughlannagh.ie,3.53949E+11,-9.311813869,53.84913655,Mayo,Castlebar,Republic of Ireland,Self Catering Accommodation
The George Boutique Hotel,https://www.thesavoycollection.com/the-george/,35361460400,-8.628913,52.66252,Limerick,Limerick City,Republic of Ireland,Hotel
Smugglers Inn,https://www.smugglersinn.ie,3.53669E+11,-10.1946027,51.8369904,Kerry,Waterville,Republic of Ireland,B&B
Corrib House,https://corribhouse.com/,35391446753,-9.054942042,53.276525,Galway,Galway City,Republic of Ireland,"B&B,Welcome Standard"
Monavaud Lodge,,3.53879E+11,-7.4625299,52.1311683,Waterford,Stradbally,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Palm Lodge,http://www.palmlodgebandb.com/,+353(0)2524687,-8.278075,52.282905,Cork,Mitchelstown,Republic of Ireland,B&B
Ballywilliam House,https://exquisiteholidayhomes.com/ballywilliam-house/,4.47961E+11,-8.578004,51.6985505,Cork,Kinsale,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Ocean View House,https://exquisiteholidayhomes.com/ocean-view/,4.47961E+11,-8.5523792,51.655603,Cork,Kinsale,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Corofin Village Camping and Caravan,http://www.corofincamping.com,3.53657E+11,-9.064928,52.945496,Clare,Corofin,Republic of Ireland,Camping
Marina View,https://exquisiteholidayhomes.com/marina-view,4.47961E+11,-8.5302357,51.6888668,Cork,Kinsale,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Four Winds,https://exquisiteholidayhomes.com/four-winds/,4.47961E+11,-8.5634083,51.689667,Cork,Kinsale,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
The Town House,https://exquisiteholidayhomes.com/the-town-house,4.47961E+11,-8.5196689,51.7016699,Cork,Kinsale,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
The Dolphin Hotel and Restaurant,https://www.dolphinhotel.ie/,3539545991,-10.198561,53.615728,Galway,Inishbofin Island,Republic of Ireland,Hotel
Base Dingle,http://basedingle.com/,3.53067E+12,-10.2709545,52.1392616,Kerry,Dingle,Republic of Ireland,"B&B,Welcome Standard"
Farnham Arms Hotel,https://farnhamarmshotel.com/,3.53494E+11,-7.360043,53.991278,Cavan,Cavan Town,Republic of Ireland,Hotel
Drumhierny Woodland Hideaway,https://www.drumhiernyhideaway.ie/,3.53719E+11,-8.0704898,53.9980342,Leitrim,Leitrim Village,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
"Slieve Russell Hotel, Golf and Country Club",https://www.slieverussell.ie/,3.535E+11,-7.5572701,54.0968993,Cavan,Ballyconnell,Republic of Ireland,Hotel
Corderry Farm,https://corderryfarmireland.ie/,3.53879E+11,-8.2512851,52.4180583,Tipperary,Glen Of Aherlow,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Leonards Doocastle House,https://www.airbnb.ie/rooms/26714007?guests=1&adults=1&s=67&unique_share_id=a888eea9-8fd9-4a1e-a258-63df0ee127af,3.53877E+11,-8.6636567,54.0298529,Sligo,Ballymote,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Grand Hotel Moate,http://www.grandhotelmoate.com,3.53906E+11,-7.7189599,53.3951686,Westmeath,Moate,Republic of Ireland,Hotel
K2 Cottages,https://k2alpacas.ie/stay-play-our-cottages/,3.53866E+11,-6.1454207,53.0582743,Wicklow,Newtown Mount Kennedy,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
The Old Bank,https://www.theoldbank.ie/,35361389969,-8.5475939,52.4762522,Limerick,Bruff,Republic of Ireland,B&B
Renvyle Beach Caravan and Camping Park,http://www.renvylebeachcaravanpark.com,3539543462,-9.984855,53.602784,Galway,Renvyle,Republic of Ireland,Camping
The Woodfield Hotel,https://woodfieldclifden.ie/,3539537303,-10.02185715,53.4877923,Galway,Clifden,Republic of Ireland,Hotel
